183,88,ATP
188,80,ATP
180,80,ATP
193,88,ATP
170,70,ATP
185,79,ATP
191,81,ATP
175,77,ATP
196,95,ATP
183,82,ATP
183,78,ATP
193,83,ATP
196,82,ATP
185,77,ATP
183,77,ATP
188,78,ATP
185,80,ATP
183,75,ATP
180,73,ATP
188,85,ATP
198,84,ATP
191,84,ATP
183,80,ATP
183,69,ATP
180,75,ATP
183,69,ATP
188,82,ATP
188,77,ATP
193,85,ATP
183,82,ATP
191,72,ATP
175,75,ATP
185,85,ATP
178,79,ATP
196,86,ATP
188,82,ATP
185,85,ATP
183,79,ATP
173,68,ATP
180,77,ATP
180,70,ATP
188,85,ATP
191,85,ATP
193,80,ATP
196,86,ATP
188,73,ATP
196,81,ATP
208,108,ATP
191,86,ATP
188,86,ATP
185,85,ATP
183,75,ATP
198,87,ATP
180,79,ATP
193,84,ATP
196,79,ATP
185,75,ATP
178,74,ATP
180,79,ATP
180,72,ATP
193,85,ATP
185,78,ATP
183,83,ATP
185,81,ATP
180,77,ATP
180,78,ATP
180,79,ATP
196,82,ATP
185,76,ATP
178,73,ATP
198,83,ATP
183,79,ATP
178,73,ATP
193,85,ATP
183,78,ATP
175,71,ATP
183,76,ATP
191,82,ATP
185,78,ATP
185,85,ATP
188,84,ATP
178,73,ATP
170,64,ATP
188,82,ATP
211,102,ATP
193,79,ATP
185,77,ATP
196,80,ATP
185,82,ATP
196,78,ATP
193,88,ATP
188,76,ATP
196,88,ATP
188,75,ATP
188,77,ATP
183,77,ATP
188,79,ATP
170,64,ATP
191,78,ATP
185,75,ATP
188,76,ATP
191,88,ATP
191,76,ATP
185,74,ATP
193,92,ATP
188,75,ATP
185,79,ATP
188,86,ATP
196,91,ATP
175,65,ATP
193,90,ATP
191,85,ATP
188,90,ATP
198,94,ATP
183,81,ATP
183,77,ATP
183,75,ATP
183,79,ATP
198,90,ATP
